NIVEAU	METADATA_TV_HC	METADATA_KA	INLEIDING_BRON1	TEKSTBRON_OFURL	TOELICHTING_BRON																						
VWO	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de twintigste eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen	"
Een Nederlands tijdschrift publiceert deze foto van een snackbar, waar geprobeerd wordt meer klanten te trekken met een televisietoestel:"	https://lh4.googleusercontent.com/gH3BZ3quBFTRPxnkzcE5MFeMfmf51CgjPOR4oFtYWIuHwo-7QRxDjnMxohu5NOD2J1pFkgMKRl1uVNl_aCqi3IeEsu2CNfBtzXjwXmmlNW126MG1iPU8PmtF4aPDfL3IOmC3x0k																							
VWO	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de twintigste eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen	"bron 17
Een advertentie uit de jaren 1950-1960"	https://lh5.googleusercontent.com/48LgxW8Hur9vRamaZ0cGNqxLvbVwrsPQoe_Ly02MzmfQsv7duCDBt3Z55KZtW7BjViZY42ghNkF8LklQJlPZMTcT6fkcThW6AgJ__nrlM-iDJuZk2uL1eZ_DVkjiREeDLpmGyiY	"Tekst in het affiche (gedeeltelijk):
De gehele was in 1 uur schoon en droog met de AEG wasmachine en centrifuge! Een AEG gaat langer mee!
Zonder moeite, zonder 'wasdag-handen', zonder wasdaghumeur, zonder
droogproblemen. Uw wasgoed 3 á 4 minuten in de wasmachine- kraakhelder!
5 minuten in de centrifuge: winddroog! 's Middags ligt alles gestreken in de kast. Een 'gelukkig huwelijk' ook op wasdag."																						
VWO	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de twintigste eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen	"
Prentbriefkaart van het jeugdverkeerspark ""De Gouverneurstuin"" in Assen,
bedoeld om kinderen op een speelse manier de verkeersregels bij te brengen en aan het drukke verkeer te laten wennen"	https://lh6.googleusercontent.com/FH4k52SZRR5jSu-7G4VO4irhUlYen2Cx8IlNpKFz-uf_SCy9nASaEz1d8OAraT_rDaWQqZtpA2ED-1GwXbrfOZowYdFitICPrGS2ZhRxAUQjCnD0ZkG7R0v2Bb-eL8eSQLt-2Y4																							
VWO	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de twintigste eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen	Een advertentie uit de jaren 1960 voor een product tegen acne. De advertentie verscheen voornamelijk in jongerenbladen zoals de Tina:	https://lh6.googleusercontent.com/tTnVx1OI_URSEYaV-HfgRKJn18IOt7TIYz9WgajjAjz40m49jfneEiHw5VDcoJMJrq8ebNUis-yfceydXf8IMgZO20MAh4jrsJLxTfbwG7cH7eM7VdUlJA1FDVjIcAvYv9xZX4U	"Tekst in de prent:
""Die vuile rotpukkels"".
""Kom, kom, had je mij moeten zien: honderden pukkels. Dankzij Jade heb ik er nu nog maar ééééééén!""
""Toelichting
Een pukkel is in deze tijd ook de benaming voor een bepaald type schooltas."""																						
VWO	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de twintigste eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen	bron 16 Een foto uit 1965 uit een internettentoonstelling over gastarbeiders in Nederland:	https://lh6.googleusercontent.com/u3osUIpABUZD3wwRjVdppfBEMCHLVVFQkvF4xreNbQR6WcfKfyu4lnl-8MKFRSXpvmUTglYJyKESMAHhjn6tKm05LgmtJLQC011rYKiD-0eaiqTuNWllPkHzek5JVpI	Het onderschrift bij deze foto van de maker van de internettentoonstelling: “İbrahim Görmez en zijn Turkse vrienden verruilden het woonoord Tussenhaven voor het pension van de familie Hartjes in Amsterdam. Aardige mensen die hen vaak uitnodigden voor het eten of een drankje. Op deze foto mevrouw Hartjes tussen Adem Şahin (links) en İbrahim Görmez. (Amsterdam, 1965)”																						
VWO	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de twintigste eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen	In een televisie-interview in 1967 zegt senator Robert Kennedy:	"We gaan daar naartoe en doden Zuid-Vietnamezen, we doden kinderen, we doden vrouwen, we doden onschuldige mensen omdat we geen oorlog op
Amerikaanse bodem willen uitvechten. Of omdat de Vietcongstrijders 19.000
kilometer verderop zitten en ze misschien 17.000 kilometer verderop komen te zitten. Hebben wij hier in de Verenigde Staten het recht om te zeggen dat we
tienduizenden mensen gaan doden, miljoenen mensen tot vluchteling maken, vrouwen en kinderen doden, zoals we dat hebben gedaan?"																							
Havo	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de 20e eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen	"
In 1982 brengt de populaire Nederlandstalige band Doe Maar een nieuwe single uit, getiteld “De Bom”. Een deel van tekst luidt:"	"Carrière maken (voordat de bom valt)
Werken aan m'n toekomst (voordat de bom valt) Ik ren door m'n agenda (voordat de bom valt)
Veilig in het ziekenfonds (voordat de bom valt)

""En als de bom valt, dan lig ik in m'n nette pak
Diploma's en m'n cheques op zak, mijn polis en mijn woordenschat, Onder de flatgebouwen van de stad naast jou
Laat maar vallen dan, het komt er toch wel van
Het geeft niet of je rent, 'k heb jou nooit gekend 'k Wil weten wie jij bent, 'k wil weten wie jij bent""

""Jij moet nog huiswerk maken (voordat de bom valt) Een diploma halen (voordat de bom valt)
E is mc kwadraat (voordat de bom valt)
Mit nach nebst nächts samt bei seit von zu zuwider entgegen ausser aus (voordat de bom valt)"""																							
Havo	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de 20e eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen	"In de Volkskrant van 24 december 2004 vertelt mevrouw J. van Otterloo over haar jeugd in
Rotterdam in de jaren vijftig van de twintigste eeuw:"	"Dansles was zondig. Daar ging ik eerst niet heen en later heel stiekem. Ik mocht niet naar de bioscoop. Mijn ouders bewaakten me. Soms brachten jongens mij 's avonds naar huis. Mijn vader gooide dan een emmer water uit het raam. Ik kwam eens met een schoolvriendje thuis. Mijn moeder stond met de jas aan om naar de groenteman te gaan. Die deed ze weer uit want we konden natuurlijk niet alleen in huis zijn.
Na de christelijke lagere school ging ik naar de christelijke MMS (middelbare
meisjesschool, vergelijkbaar met de havo). Mijn moeder had besloten dat dit leuk voor me was. Ik zou dan later, als ik trouwde, overal over mee kunnen praten. Als leerling van de MMS, en zelfs toen ik daarna op de Gereformeerde Kweekschool
zat, moest ik 's avonds om tien uur thuis zijn. Kwam ik te laat dan volgde een week huisarrest."																							
Havo	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de 20e eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen		Deze foto uit een boek over de geschiedenis van de televisie heeft het volgende bijschrift: “De televisie als sociaal medium: bij uitstek geschikt voor inzamelacties door middel van live-uitzendingen, zoals de actie Eén voor Afrika”( uit 1984)	https://lh6.googleusercontent.com/ZTFRJRHJ0ROoFwwjwtkqtFFyXCuzWAeppZ8jEBi2W3y80nvftNijj5NWoJq4aryDsXOs0lZ1fjjp3cKQk9GYCm6zTGpmD8pxiEnih-uDSmkFYYaquKs6dDmPd97Ouys																						
Havo	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de 20e eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen	Een foto van een wasserette in Berlijn, jaren vijftig van de twintigste eeuw	https://lh3.googleusercontent.com/ttJi8Y57lmUVTreoyzcAx-k8ePV8XPFhxS7nqlzbkG68vraO8aMrR5E2XCda8n8BpQK-YN8tt494aLlgDEXl3Zl-3vzL7Iu-a_x4ktvMq-8SA4EdNjIsOv_N4K12byMa6D88tOY																							
Havo	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de 20e eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen	"Een reclameaffiche uit de jaren 1960 voor de 2CV van het Franse automerk
Citroën, de zogenaamde “lelijke eend”:"	https://lh4.googleusercontent.com/49ht61HM2oiXFHW9k44Zi6Ou2hD-HYshnT1C-NVnrMwxVgLYN2qCUZU5xRzSzEl1xKxkr8OlIywZ-1h_Truep22Kv4_zKjp1M5DV6pjBIanWULaQ5AUUmpOsM-gRReyKZxfaXHg																							
Havo	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de 20e eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen	"Prentbriefkaart van het jeugdverkeerspark ""De Gouverneurstuin"" in Assen,
bedoeld om kinderen op een speelse manier de verkeersregels bij te brengen en aan het drukke verkeer te laten wennen"	https://lh4.googleusercontent.com/AQYAbjmxpnjKrEQdKj58fGTRCDvPSy5K3478uo1gXht20E94gIHo1M1XjYvBVOF52vKT4yVvrh47U8LZ0X6RttSYNnYgb1I5mYfKfE0bBseG47jmk5n2DvtsExaW5N2T1MUv6zs																							
Havo	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de 20e eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen	Een foto uit 1965:	https://lh4.googleusercontent.com/HzSWUWGDyuqW5jvgsdzkpKAunmXLT1JdZUU6bOlkC2d-lo6Df99KUXETmXTRd28_B3TsVvRjzvlfEQgB4x34W65GqLan8g_Hk2qVUov-j7ZlqJtr0XXg_huG9EsHzA1Lb8lnvpw	"Toelichting
In 1965 staat in een brochure van een Arnhemse lederwarenfabriek een
gitaartas, de beat swingbag. De tas wordt aangeprezen als: 'speciaal voor
tieners, met enorme bergruimtes en een apart vak met rits voor een tramkaart en dergelijke'."																						
Havo	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de 20e eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen	"
Affiche uit 1976 van het anti-fascisme comité Jordaan"	https://lh5.googleusercontent.com/4DIQyZ1uVqoDpvnsZlyWIaZ4uxJkGcbBKev8NN8Gn3kYlyW7H6g-IwK1dkZhPMXF9sulheCKq9btn4uKVHfevZVLRpZGybJNhA9SxxTw_t5EsestEi3TijdvakLnw-Io5KfXck7sIZ6o		1149																					
Havo	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de 20e eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen	Een foto van rellen in Amsterdam uit 1966, waarbij de jongeren van Provo ‘agentje pesten’: zij hebben de pet van de agent afgepakt en dagen hem nu uit	https://lh5.googleusercontent.com/vfGSkt8SwGDuwBgaIgg63H27F2QHvzNujupfbY4qyPhGLN8Cs-23deXCj1ilIbt-HHFCQVc73kpE_rh_c3XrhnRGbqf0LI5RNznwnxrK8qwXq4hXpR6wvyybfPUvTijdvakSitzblYgQ	Een foto van rellen in Amsterdam uit 1966, waarbij de jongeren van Provo ‘agentje pesten’: zij hebben de pet van de agent afgepakt en dagen hem nu uit	13																					
Havo	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de 20e eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen	"Eind jaren 1950 schreef een journaliste van het damesblad Margriet naar aanleiding van eigen ervaringen een artikel over een nieuw fenomeen, de supermarket, waarin
de klant zichzelf bedient:"	"Je verkeert in een roes, voelt je heerseres over een klein koninkrijk. Ik was opeens geen journaliste meer, maar alleen vrouw. Ik moest en zou met zo'n
mandje aan mijn arm langs de smakelijke uitstallingen lopen. Ik ben met mijn
aktetas vol boodschappen weggegaan. Efficiënt boodschappen doen is volgens mij niet meer mogelijk."																							
Havo	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de 20e eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen	"Op 4 januari 1964 wordt op de televisie ""Zo is het toevallig ook nog eens een keer"" uitgezonden. De acteur Peter Lohr acteert daarin dat hij de televisie
aanbidt zoals een gelovige tot God bidt. Er komt een storm van reacties. Uit een
van de vele ingezonden brieven"	"Nederland, 8 januari 1964 Weledelgeboren Heren,
Twintig wijze mannen uit alle delen van ons dierbaar Nederland hebben na lang beraad besloten het recht in eigen hand te nemen. (…) Uw Tijdvak uitzending van 4 januari heeft de deur dicht gedaan en ons wakker geschud. Nu beweren uw
medewerkers wel, dat men slechts het fervente televisie kijken van de
gemiddelde Nederlander op de korrel wilde nemen, doch dan moet men niet het christelijke gebed, dat voor miljoenen heilig is, misvormen en in biddende
houding door Peter Lohr laten oplezen. (…) Als u in de toekomst slechts
éénmaal onze heiligheden parafraseert (nadoet) in uw politieke grofheden, dan zal onze raad tweemaal een lot trekken. Eénmaal zal het lot de man aanwijzen die de opdracht krijgt één uit uw midden door de kogel om het leven te brengen;
het tweede lot zal aanwijzen wie van u dat zal zijn. (…)

De Raad van Twintig"			16																				
Havo	Tijdvak 10	KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de 20e eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen	"
De schrijver Harry Mulisch schrijft in 1964 over de reacties op het televisieprogramma ""Zo is het toevallig ook nog eens een keer"""	"Peter Lohr heeft op televisie gebeden tot Het Beeld. De tekst van Lohr had tot boodschap dat wij zelf moeten praten in plaats van naar de televisie te kijken.
(…) De gekwetste dominees en pastoors weten nu in welk gezelschap zij zijn. In dat van bijbelvaste aangevers bij de politie, vrome anonieme brievenschrijvers, godsdienstige telefonische chanteurs en op wc-papier beledigingen krabbelende kerkgangers. Proficiat! Gefeliciteerd! Uw werk is niet vergeefs geweest, men ziet zich genoodzaakt politiebescherming aan te vragen. U bent oude mensen. Uw
gekwetstheid en uw haat zijn te oud voor ons. U bent te oud voor ons. Nog 25
jaar en u bent goddank uitgestorven."																							
VWO	Tijdvak 10	KA 47 - de eenwording van europa	"Op 15 januari 1957 deden de Verenigde Staten een communiqué uitgaan naar aanleiding van de bekendmaking van de oprichting van de Europese Economische Gemeenschap
(EEG):"	"De houding van de Verenigde Staten tegenover de voorgestelde West-Europese gemeenschappelijke markt en vrijhandel wordt beïnvloed door twee traditionele
politieke denkbeelden van de Verenigde Staten: onze voortdurende ondersteuning van bewegingen om politieke en economische kracht en samenhang te bevorderen in West-Europa binnen een zich uitbreidend Atlantisch samenwerkingsverband en onze langdurige inzet voor de vooruitgang van vrijere niet-discriminerende
multilaterale handel."																							
Havo	Tijdvak 10	KA 47 - de eenwording van europa	Emmanuel Mounier, een Franse filosoof, schrijft in 1948:	"De Russen zijn nog een heel eind weg. En wat wij nu meemaken, wat wij in onze boekwinkels zien, zijn tonnen Amerikaanse documenten, Amerikaanse ideeën en Amerikaanse propaganda. Onze minister-president moet de
Amerikaanse ambassade bezoeken als hij een belangrijke beslissing wil nemen. Er hangt een Amerikaanse schaduw over ons net zoals er een Russische schaduw hangt over een ander deel van Europa."																							
Havo	Tijdvak 10	KA 47 - de eenwording van europa	"
Een zilveren denarius uit de Romeinse tijd gevonden bij Didam, Gelderland"	https://lh3.googleusercontent.com/g90ZejZ0OmAxtfNd6_MzGR66DFy0wJYypW4MR8Huxt1v8oHorGlsKKF7IG99_5ALYoFpL4AIL0dcVmkQm6uY2w7vCpq2fJ9q81HNRzcdihyFoqqZepodIGXoNuSHE5WFshsPe0I	"Toelichting
Op de voorzijde van de munt staat het hoofd van Hadrianus, keizer van het Romeinse Rijk van 117 tot 138.
Op de achterzijde staat de godin van de vrede Pax, met olijftak, scepter en
hoorn van overvloed."		3																				
Havo	Tijdvak 10	KA 47 - de eenwording van europa	Tekening van Chappatte in NRC-Handelsblad van 22 maart 2007	https://lh4.googleusercontent.com/tBx90MslurB7SLVMY2JKDwQR6_qpBjeqJtfXZS63QAGhTr9GcqIjVbG77VmjbKdyhUS8GlkXlOu4Q89ptZPvVz6yBAgwVjZOPPF8rAvati2g_Rx2dGxPX0cnMOR54Zc_3tSjm3k	"Vertaling
− For 50 years Europe has meant peace: Al vijftig jaar betekent Europa vrede
− So boring: Zo saai"	1065																					
VWO	Tijdvak 10	KA 49 - De ontwikkeling van pluriforme en multiculturele samenlevingen	"Suriname is tot 1975 een Nederlandse kolonie. In 1958 beantwoordt minister Helders
van Zaken Overzee vragen uit de Tweede Kamer over Surinaamse verpleegsters:"	"Ten aanzien van de verpleegsters heeft de vrager kennelijk oog op de regeling met de gemeente Rotterdam, krachtens welke voor ruim 40
Surinaamse meisjes de gelegenheid is opengesteld om hier te lande een
opleiding voor verpleegster te volgen. De gegadigden verbinden zich hierbij om tenminste drie jaar op de normale gemeentelijke voorwaarden als
verpleegster werkzaam te blijven. Met deze regeling stemt de regering van
Suriname volledig in. Het is ondergetekende bekend dat bovendien een aantal Surinaamse meisjes door een psychiatrische inrichting elders ter lande in
opleiding is genomen. Het is juist, dat de Amsterdamse Droogdok
Maatschappij 112 Surinamers heeft geëngageerd om op de scheeps- en reparatiewerf te Amsterdam te werk worden gesteld. De aanstelling
geschiedde in overeenstemming met de Surinaamse instanties. Verwacht
wordt dat een belangrijk aantal van deze personen na hun tewerkstelling naar Suriname zal terugkeren, en dat de door hen opgebouwde vakkennis aan dit
land ten goede zal komen."																							
VWO	Tijdvak 10	KA 49 - De ontwikkeling van pluriforme en multiculturele samenlevingen, KA 48 - De toenemende westerse welvaart die vanaf de jaren zestig van de twintigste eeuw aanleiding gaf tot ingrijpende sociaal-culturele veranderingsprocessen 	Affiche uit 1981 voor een Reggae Party in de Melkweg, een cultureel centrum in Amsterdam:	https://lh3.googleusercontent.com/RkmaOYHVnk3mViENEdeDOhbHnNhUdgopjvek_0Gv0c3InR8Q-hlB2kPAJUWPZB6Ze351lQn_01GoQ0ubufaN9VZOCi1bDadqtCjmq0sZboCd5xYzGgpW3Je_aSLUNRWdLaiG2-4	"Tekst in de bron:
Speciaal eten verkrijgbaar
Reggae Party dinsdag 17 november vanaf 21.00 uur
The Black Messengers, Justice, Communication (namen van reggaebands) Melkweg (een cultureel centrum in Amsterdam)
dichter Oku Onuora (een dichter uit Jamaica) entree F10,- (10 gulden)

""Toelichting:
Reggae is een uit Jamaica afkomstige muzieksoort."""																						
Havo	Tijdvak 10	KA 49 - De ontwikkeling van pluriforme en multiculturele samenlevingen	"
Op 12 april 1967 wordt in Amsterdam het eerste Turkse restaurant in Nederland geopend. Op de foto zie je dat de Turkse ambassadeur een kijkje neemt in de
keuken:"	https://lh4.googleusercontent.com/Gn8qshcCdiKulY8qKlHFFNH6LPqUViusePpSXekmgCuWry-YhTj3ZuhY1MTeGt8cZwcMhsC_1vOOmdjS-etmGMOS83sKygM5jUFIGdIpUuBizLugbA7lu_rPt_9RqBDW5sTyD3Y																							
Havo	Tijdvak 10	KA 49 - De ontwikkeling van pluriforme en multiculturele samenlevingen	Cartoon van Stefan Verwey in het dagblad De Gelderlander van 20 mei 1995	https://lh5.googleusercontent.com/sNjz9BpS-b6Nya5_wjJe9qyEE0HxVkxxp6yxPYBXGkql-93TRPdu07kXgpqTO_2NeMu3yaKHQrW-6EOSffQf5mQTDd6VIdiDIvnhdKpF0iLMKyeRzhHxDUrA7fuLvBcX5fp-gfg	"Toelichting
“Da kank nie begriepen datie butenlenders nog gin Hollands kenne proaten” is: “Dat kan ik niet begrijpen, dat die buitenlanders nog geen Hollands kunnen
praten.”"																						
Havo	Tijdvak 10	KA 49 - De ontwikkeling van pluriforme en multiculturele samenlevingen	"Een prent uit een Nederlandse brochure. Deze brochure wordt in 1962 in Italië
verspreid door de gezamenlijke Limburgse kolenmijnen om arbeiders te werven voor het zware werk in de mijnen:"	https://lh5.googleusercontent.com/xiO6uXIPcHXuoSwV8Y1czdBBHaLvEEch028fENllD0TU6wFiH7-lEliiB_t5-J6CCDeUMg4HeBkXi674S3NFqm3XkoLvu_aJJyAfZFb2Or4FBOwFCgt4mTTJQm6u7bWljM4dbYg	"Vertaling van de tekst:
""Er is werk voor jullie in de Nederlandse steenkoolmijnen."""																						
Havo	Tijdvak 10	KA 49 - De ontwikkeling van pluriforme en multiculturele samenlevingen	"All Different, All Equal (iedereen anders, allen gelijk), een gratis ansichtkaart
verspreid door de Nationale Jeugdraad"	https://lh6.googleusercontent.com/jjOO2AolbTEOAVWcAthdr3DMjRNylJcb9B40bZ2gvwgDOqNgFci-3dDKdyEcM6ZkHnln8doxBkPSR77aPC1VLeefSWw38DpalbP7AsLGyum1FLQe8BBooTWOwiQBq9ruePlDDWQ	"Op de achterkant van de kaart staat:
Groetjes van Turken, Polen, Volendammers, Marokkanen, Joden, Antillianen,
Rotterdammers, Chinezen, Ghanezen, Hagenezen, Somaliërs, Oeteldonkers en Homoclub 'Het Snorretje'!"																						
Havo	Tijdvak 2	KA 6 - De groei van het Romeinse imperium waardoor de Grieks-Romeinse cultuur zich in Europa verspreidde	"
In 58 voor Christus verlaten de Helvetiërs hun grondgebied net buiten het Romeinse Rijk om zich ergens anders te vestigen. Julius Caesar is op dat
moment bestuurder van de Romeinse grensprovincie Gallia Cisalpina (Noord-
Italië). Hij vertrekt haastig om de Helvetiërs tegen te houden. In zijn verslag over deze oorlog schrijft hij"	"De Helvetiërs hadden met hun troepen het gebied van de Haeduërs al bereikt en zij plunderden hun akkers. De Haeduërs konden zichzelf en hun bezittingen niet tegen hen verdedigen en stuurden gezanten naar mij om hulp. Zij waren toch
altijd trouw geweest aan de Romeinen? Dan verdienden ze het toch niet dat hun akkers werden geplunderd, hun kinderen als slaaf weggevoerd en hun steden
ingenomen? En dat bijna onder de ogen van het Romeinse leger! Tegelijkertijd lieten bondgenoten van de Haeduërs, de Ambarri, mij weten dat hun akkers
waren leeggeroofd en dat ze de aanvallen op hun steden maar met moeite konden afslaan. Ook de Allobrogen, die aan de overzijde van de Rhône
woonden, vertelden mij dat ze niets anders meer hadden dan hun lege akkers. Door deze gebeurtenissen besloot ik niet langer toe te zien hoe de Helvetiërs de Romeinse bondgenoten onder de voet liepen. Door het gebied van de Haeduërs en de Sequanen loopt de rivier de Sâone, die uitmondt in de Rhône. Deze rivier stroomde ongelooflijk langzaam. Je kon zelfs niet zien in welke richting hij
stroomde. Deze rivier staken de Helvetiërs over met vlotten en aan elkaar gebonden bootjes.
Zodra ik van verkenners vernam dat driekwart van de Helvetiërs de rivier was
overgestoken, vertrok ik omstreeks de derde nachtwake (tussen 1 en 3 uur in de nacht) met drie legioenen uit het kamp. Ik bereikte de Helvetiërs die de rivier
nog niet over waren. Ze waren zwaarbepakt en niet op een aanval voorbereid. Ik doodde een groot aantal van hen. De rest sloeg op de vlucht en verschool zich
in de nabijgelegen bossen. (…)
Na dit gevecht bouwde ik een brug over de Saône om de overige Helvetiërs in te halen. Zo bracht ik mijn leger naar de overkant. Mijn plotselinge komst maakte
op de Helvetiërs grote indruk, omdat zij zagen dat ik in één dag de rivier was
overgestoken. Zij hadden dat met moeite in twintig dagen gedaan. Zij stuurden gezanten naar mij toe om te onderhandelen."	"Toelichting
In 58 voor Christus leven de genoemde stammen nog buiten het Romeinse Rijk."																						
Havo	Tijdvak 2	KA 6 - De groei van het Romeinse imperium waardoor de Grieks-Romeinse cultuur zich in Europa verspreidde	Het amfitheater in Nîmes (Frankrijk) gebouwd aan het einde van de eerste eeuw na Christus	https://lh3.googleusercontent.com/iyrmBxiHrv1eTcsnRO4ZgJFqsr0eLdD1Zu5sqvyyaNTO4CVCbKEtmDv8EiWMKkoQW4Zn8GHyfM0wlhqAB7ihIkh32DQmrv2RNCGAd1R7-QiYJcfDh9sQDc_HFgq_ZJo																							
Havo	Tijdvak 2	KA 6 - De groei van het Romeinse imperium waardoor de Grieks-Romeinse cultuur zich in Europa verspreidde	"Een foto van een Romeins bad in Bath, een stad in Engeland. Het bad is
opgegraven naast een middeleeuwse gotische kathedraal in het centrum van de stad"	https://lh5.googleusercontent.com/-u2KRkxMIugGtyyaRPX2X_1KZ9RjVvCnGNfqJ_oBCGfi0oVErtIjrCEaS7QXLSCBbV-YnM0tOBHk22UKyMoQE65RxV1JnOGAdIZlyXqq4CrI_u-lDK6OASrm-WZctqRqN5JYSOA																							
Havo	Tijdvak 2	KA 6 - De groei van het Romeinse imperium waardoor de Grieks-Romeinse cultuur zich in Europa verspreidde	", 6 en 7 zijn afbeeldingen van kaarten uit verschillende tijden en horen bij elkaar.

""
Een klein deel van de Tabula Peutingeriana, een wegenkaart van het Romeinse imperium uit de derde eeuw. Het document, dat bijna zeven meter lang is, toont het netwerk van
Romeinse hoofdwegen tot in Spanje, Engeland en Noord-Afrika met de stad Rome als
middelpunt. Op de wegen is aangegeven hoever je in één dag kunt reizen"""	https://lh6.googleusercontent.com/U9WHVWinptYcQbUeBXprz_IcPGyoqX2fUYFP612riCKC1OvYySiHFHXJiw8nDMEf-QkCmx7cxdTnrP7CWhR90OZKYbbU_6-u1if4M1j_yTKypxBiygAoZ_kcWss4N5WbpepEGGQ		612	6																				
Havo	Tijdvak 2	KA 6 - De groei van het Romeinse imperium waardoor de Grieks-Romeinse cultuur zich in Europa verspreidde	"
De Grieks-Romeinse arts Galenus leeft van 129 tot 210 na Chr. Hij schrijft in één van zijn boeken over geneeskunst:"	"Ik schrijf dit noch voor de Germanen, noch voor andere wilde en barbaarse mensen
maar voor Grieken en voor diegenen die weliswaar als barbaren zijn geboren maar de gewoonten van de Grieken nastreven."																							
Havo	Tijdvak 2	KA 6 - De groei van het Romeinse imperium waardoor de Grieks-Romeinse cultuur zich in Europa verspreidde	"
De Romeinse veldheer Caesar schrijft in de tijd dat hij consul wil worden zijn boek
De Bello Gallico. Hierin beschrijft hij een veldslag tegen de Nerviërs (een Germaanse stam uit het huidige België):"	"Maar de vijand toonde enorme moed, zelfs nadat hun hoop op overleving
bijna was verkeken. Toen hun voorste linie was gevallen, stapten degenen die erachter stonden over de lichamen en vochten door. Zij werden ook
neergeslagen en de lichamen stapelden zich op en de overlevenden trokken naar voren en bleven hun speren werpen als ze op de top van de stapel
stonden, onze speren oppakkend die ze naar ons teruggooiden. De mannen toonden uitzonderlijke moed, ze hadden het aangedurfd een zeer brede rivier over te steken, de steile oevers op te klimmen en verder te gaan over zeer
moeilijk terrein.
En zo eindigde de veldslag waarbij de Nerviërs zelf en hun naam bijna geheel werden uitgeroeid. Hun oude mannen hadden zich met hun vrouwen en
kinderen in de kreken en moerassen verborgen. Toen ze het nieuws van de slag hoorden, realiseerden zij zich dat niets de onoverwinnelijke Romeinen kon tegenhouden en dat niets de verslagen Nerviërs kon redden. Met
toestemming van alle overlevenden stuurden ze onderhandelaars naar mij toe en gaven zij zich over. (…)
Ik wilde laten zien dat ik de ongelukkigen met genade behandelde en ik heb er alles aan gedaan om ze te beschermen. Ik zei hun dat ze hun land en forten mochten houden en gaf het bevel aan omringende stammen dat ze geen
geweld mochten gebruiken tegen de Nerviërs."																							
